pid,overallqual,yearbuilt,centralair,grlivarea,fullbath,salecondition,saleprice
533206050,7,2004,Y,1391,2,Normal,196000
533208080,7,2006,Y,1250,2,Normal,171900
533208140,7,2004,Y,1245,2,Normal,178000
533212050,6,2005,Y,1200,2,Normal,165000
533212140,7,2007,Y,1392,2,Abnormal,146000
533212150,7,2007,Y,1392,2,Abnormal,146000
533213070,7,1999,Y,1501,2,Normal,179400
533213120,6,1999,Y,1549,2,Normal,172900
533215020,9,2000,Y,1638,2,Normal,300000
533215030,9,2001,Y,1310,1,Normal,285000
533215040,9,2001,Y,1419,1,Normal,290000
533215070,9,1999,Y,1557,2,Normal,305000
533215080,9,1999,Y,1709,2,Abnormal,328900
533217050,7,1999,Y,1252,2,Normal,160000
533217060,7,1999,Y,1404,2,Normal,170000
533234020,7,2001,Y,1789,2,Normal,223000
533236060,8,1999,Y,1586,2,Normal,170000
533236070,8,1999,Y,1607,2,Normal,200000
533236090,10,1998,Y,2393,2,Normal,345000
533250050,8,1996,Y,1288,1,Normal,245500
533250110,8,1995,Y,1239,1,Normal,217500
533250160,8,1993,Y,1719,1,Normal,324000
533251120,6,1984,Y,1232,2,Normal,162500
533350090,9,1977,Y,2944,2,Family,150000
533350120,8,1976,Y,1671,3,Normal,290000
534104100,7,2002,Y,1812,2,Normal,205000
534126090,7,1970,Y,1682,2,Normal,174000
534127210,6,1969,Y,1427,2,Normal,183000
534127230,6,1968,Y,1740,1,Family,150000
534128050,6,1971,Y,1258,2,Abnormal,145000
534129060,7,1967,Y,1620,2,Normal,215000
534175140,5,1965,Y,1625,2,Normal,140500
534177180,6,1974,Y,2614,2,Normal,240000
534201240,5,1968,Y,1464,1,Normal,141000
534202130,5,1965,Y,912,1,Normal,147000
534204030,5,1965,Y,925,1,Normal,135000
534225110,5,1965,Y,1728,2,Normal,145000
534225120,5,1965,Y,1728,2,Normal,142600
534250010,5,1973,Y,1656,2,Normal,135000
534250335,7,1971,Y,1670,1,Normal,170000
534250370,8,1976,Y,2715,3,Normal,299800
534250410,6,1974,Y,1876,2,Normal,185000
534251280,6,1966,Y,1632,1,Normal,173000
534252090,7,1961,Y,999,1,Normal,178400
534252270,7,1968,Y,1978,2,Normal,176000
534276190,5,1956,Y,1014,1,Normal,98000
534277060,4,1957,Y,907,1,Normal,109008
534277070,4,1956,Y,952,1,Normal,135750
534400030,5,1963,Y,1128,2,Normal,155000
534400060,6,1964,Y,1425,2,Normal,180500
534401130,6,1966,Y,1165,1,Normal,174900
534401190,6,1965,Y,1136,1,Normal,140000
534403050,6,1964,Y,1092,1,Normal,145000
534403080,5,1965,Y,1265,2,Normal,179900
534403100,6,1964,Y,1350,1,Normal,168500
534403260,5,1961,Y,1114,1,Abnormal,140000
534426040,5,1959,Y,1053,1,Normal,145500
534427040,6,1959,Y,1252,1,Normal,142000
534428020,4,1960,Y,1100,1,Normal,141000
534428100,5,1960,Y,1118,1,Normal,153000
534451080,3,1949,N,720,1,Normal,72500
534451170,3,1935,Y,729,1,Normal,52000
534452060,5,1939,Y,1077,1,Normal,118000
534453140,4,1937,Y,906,1,Normal,87000
534455030,5,1960,Y,1496,2,Normal,141500
534477080,6,1950,Y,1252,1,Abnormal,119000
534477090,5,1950,Y,1337,1,Normal,141500
534477270,6,1955,Y,1661,1,Normal,165500
534479150,5,1953,Y,1036,1,Normal,112900
535103050,7,1965,Y,1820,1,Normal,201800
535104020,6,1961,Y,1362,1,Normal,163000
535105030,5,1961,Y,1144,1,Normal,139950
535105060,6,1962,Y,1537,1,Abnormal,174000
535105090,6,1962,Y,1431,1,Normal,165000
535126140,6,1966,Y,1988,2,Normal,227000
535150210,5,1955,Y,1098,1,Normal,135000
535150280,5,1963,Y,1144,1,Normal,124000
535151160,5,1962,Y,1283,1,Normal,140000
535152200,5,1957,Y,1176,1,Normal,136500
535153140,5,1959,Y,1440,2,Normal,185000
535153150,6,1958,Y,1261,1,Normal,163000
535176100,6,1958,Y,1570,1,Normal,166800
535178060,6,1956,Y,1196,1,Normal,139000
535179060,6,1957,Y,1392,1,Normal,166000
535180100,6,1958,Y,1080,1,Normal,136000
535180120,5,1956,Y,1104,1,Normal,133000
535301080,5,1952,Y,882,1,Normal,116000
535302130,5,1953,Y,1152,1,Normal,137500
535302140,5,1953,N,950,1,Normal,130000
535303030,6,1957,Y,1790,2,Normal,180000
535305030,5,1951,Y,952,1,Abnormal,139000
535305160,5,1953,Y,773,1,Abnormal,110000
535327230,5,1957,Y,1764,2,Normal,100000
535352080,5,1947,Y,1216,1,Abnormal,118500
535354200,5,1957,Y,1824,2,Normal,146000
535375140,4,1948,N,869,1,Normal,89900
535375160,5,1925,Y,1159,1,Normal,114000
535380050,5,1945,Y,1558,1,Normal,140000
535380110,4,1940,Y,672,1,Normal,86900
535380140,5,1922,Y,1436,1,Normal,139000
535383100,4,1900,N,1294,2,Normal,106250
535402120,6,1962,Y,1716,1,Normal,171000
535403010,5,1968,Y,1044,1,Normal,139000
535425060,7,1958,Y,1312,1,Normal,186000
535426260,6,1960,Y,1253,1,Normal,157000
535426350,6,1960,Y,1081,1,Normal,148000
535427070,7,1960,Y,2069,2,Normal,242000
535451010,5,1953,Y,910,1,Normal,116000
535451050,5,1951,Y,876,1,Abnormal,94000
535451230,5,1950,Y,1048,1,Normal,98300
535452120,5,1960,Y,1507,2,Normal,127000
535453020,5,1959,Y,1256,1,Normal,159000
535453040,5,1962,Y,1027,1,Normal,125900
535453210,5,1960,Y,1269,1,Normal,155000
535454150,6,1948,Y,1320,2,Normal,138000
535455060,6,1954,Y,984,1,Normal,112500
535455080,6,1954,Y,832,1,Normal,105500
535455090,6,1954,Y,1278,1,Normal,127500
535456050,5,1961,N,1800,2,Abnormal,130000
535456070,5,1955,Y,1588,1,Normal,150000
535456100,5,1954,Y,825,1,Normal,109500
535475020,6,1963,Y,1796,1,Normal,140000
535476370,6,1964,Y,1611,1,Normal,167900
535477090,5,1963,Y,1117,1,Normal,136870
902100020,6,2008,N,1133,1,Abnormal,143000
902100030,5,1925,N,764,1,Normal,73000
902102060,5,1904,Y,1539,2,Normal,157500
902103150,5,1948,Y,1323,1,Normal,122600
902105010,5,1910,N,1360,1,Normal,111000
902105020,6,1920,Y,2792,2,Normal,256000
902105130,5,1940,Y,672,1,Normal,64000
902107030,6,1915,Y,1456,1,Normal,139500
902109080,4,1910,Y,1594,2,Normal,118000
902109110,7,2003,Y,2082,2,Normal,200000
902109120,4,1940,Y,1656,2,Normal,119164
902109160,5,1920,N,1740,1,Normal,122250
902128075,7,1920,Y,1027,1,Normal,120000
902128150,6,1940,Y,1436,2,Normal,155000
902134100,5,1910,N,899,1,Normal,78000
902136110,5,1890,Y,1080,1,Normal,95000
902201120,5,1948,Y,789,1,Abnormal,115000
902201140,5,1948,Y,1122,1,Normal,147000
902202090,5,1946,Y,1499,1,Normal,140000
902205070,2,1946,N,407,1,Abnormal,46500
902205090,5,1957,Y,928,1,Normal,112500
902205140,4,1954,Y,901,1,Normal,107900
902207120,3,1949,Y,1588,2,Abnormal,65000
902207220,7,1880,Y,3493,3,Normal,295000
902300110,5,1900,N,1627,2,Normal,139500
902300215,5,1915,Y,1416,1,Normal,153900
902300260,7,1920,Y,1450,1,Normal,132000
902301140,5,1916,N,1344,1,Abnormal,98000
902301150,5,1900,Y,1017,1,Normal,114000
902304060,5,1920,Y,2350,2,Normal,130000
902305080,6,1917,N,2058,1,Normal,129500
902306120,5,1905,Y,1540,1,Normal,129400
902306130,7,1928,Y,1378,2,Normal,161000
902326060,6,1905,N,1912,2,Normal,163000
902328040,6,1914,Y,1484,2,Normal,128000
902330010,8,1872,N,2358,2,Normal,122000
902401010,7,1926,Y,1111,1,Normal,116900
902401120,10,1893,Y,2775,3,Normal,325000
902402260,2,1920,N,1086,1,Normal,55000
902405070,7,1890,Y,2495,2,Normal,184000
902406020,5,1959,Y,984,1,Normal,110000
902406090,5,1954,N,1795,2,Normal,131500
902427045,5,1956,Y,882,1,Normal,97000
902427150,4,1958,Y,1093,1,Normal,115500
903201030,5,1928,Y,1143,1,Normal,138000
903204010,7,1945,Y,1668,1,Abnormal,108000
903204095,5,1930,Y,935,1,Normal,79500
903206070,5,1935,Y,1738,2,Normal,153000
903225050,5,1924,Y,784,1,Normal,109500
903225140,5,1941,Y,1210,1,Normal,124000
903225160,6,1900,Y,1290,1,Normal,106900
903226060,6,1940,Y,1672,1,Normal,164900
903226150,5,1924,Y,949,1,Normal,119000
903227080,6,1929,Y,1158,1,Normal,120000
903228040,6,1937,Y,1497,2,Normal,157000
903228060,6,1939,Y,1342,2,Normal,105000
903228090,6,1926,Y,1013,1,Normal,113000
903230110,5,1920,Y,1216,1,Normal,115000
903230120,4,1946,Y,896,1,Abnormal,79000
903231080,4,1929,Y,1136,1,Normal,123000
903232030,5,1945,N,808,1,Normal,81300
903232090,5,1930,Y,1573,2,Normal,162900
903233080,7,1939,Y,2009,2,Normal,150000
903234090,5,1923,Y,1902,2,Normal,123500
903234100,7,1931,Y,1774,2,Abnormal,129900
903235010,6,1920,Y,1362,2,Normal,128000
903235100,4,1927,N,520,1,Normal,68500
903236010,5,1948,Y,1285,1,Normal,127000
903400180,6,1923,Y,1848,1,Normal,207000
903401020,7,1925,Y,1820,2,Normal,184000
903401030,6,1915,Y,1716,2,Normal,162500
903401050,5,1940,Y,1505,1,Normal,145000
903425420,6,1918,Y,838,1,Normal,130000
903426160,6,1910,Y,1984,2,Normal,160000
903427090,8,1925,Y,1666,1,Normal,161000
903429010,6,1910,Y,1609,1,Normal,127500
903452025,6,1930,Y,768,1,Normal,93850
903453050,6,1952,Y,1536,1,Abnormal,136000
903454100,6,1938,Y,1969,2,Normal,141000
903455030,5,1915,Y,1308,2,Normal,120000
903455140,6,1925,Y,1040,1,Normal,127500
903456130,6,1925,Y,1236,2,Family,127000
903458110,6,1920,Y,1406,1,Normal,89500
903475020,5,1955,Y,825,1,Normal,125000
903476110,6,1920,Y,1198,1,Abnormal,79900
903481010,5,1912,Y,759,1,Family,85000
903481100,3,1915,N,1344,2,Normal,82375
903484020,6,1906,Y,1469,1,Normal,135000
904100020,5,1947,N,1054,1,Abnormal,124000
904100040,5,1968,Y,1211,1,Normal,134000
904100160,5,1948,Y,1271,2,Normal,135000
904101170,4,1959,Y,1588,2,Normal,134432
904351280,5,1940,Y,1355,2,Normal,127500
905100020,5,1963,Y,1075,1,Abnormal,148000
905102170,5,1965,Y,1040,1,Normal,129500
905103030,6,1978,Y,1096,1,Normal,157500
905104080,5,1966,Y,904,1,Abnormal,109900
905104110,5,1967,Y,992,1,Normal,145000
905104180,5,1967,Y,894,1,Normal,130000
905107280,6,1978,Y,1034,1,Normal,153000
905107380,5,1967,Y,1073,1,Normal,120000
905108170,5,1984,Y,1126,1,Normal,152000
905200090,4,1969,Y,1258,0,Abnormal,108959
905200100,5,1920,Y,1140,1,Abnormal,95541
905200160,5,1959,Y,1006,1,Normal,80000
905200510,5,1966,Y,1228,1,Normal,149350
905201020,5,1963,Y,960,1,Normal,144900
905201110,6,1956,Y,1188,1,Normal,185000
905201120,5,1954,Y,1383,1,Normal,165000
905202230,6,1960,Y,1252,1,Normal,235000
905225040,5,1958,Y,1601,1,Normal,140000
905226030,5,1940,Y,672,1,Normal,108000
905226110,5,1960,Y,1721,2,Abnormal,145000
905227050,5,1941,Y,1350,1,Normal,152400
905300020,5,1970,Y,904,1,Normal,144000
905351089,6,1996,Y,1291,1,Normal,173000
905352030,7,1977,Y,2022,2,Normal,192000
905352070,7,1979,Y,1524,2,Normal,245000
905401045,7,1954,Y,1363,1,Normal,241500
905401060,4,1954,Y,1663,1,Normal,256000
905402090,6,1959,Y,1357,1,Normal,177000
905403060,7,1948,Y,1079,1,Normal,125600
905403150,6,1953,Y,1094,1,Normal,155000
905425125,6,1908,Y,2358,3,Normal,240000
905426030,5,1940,Y,1518,1,Normal,260000
905427050,6,1918,Y,1674,2,Normal,185000
905427070,6,1935,Y,2108,2,Normal,235000
905451330,5,1956,Y,1509,1,Normal,159900
905452070,5,1975,N,864,1,Normal,99600
905452120,6,1962,Y,1269,1,Normal,134500
905476120,5,1900,Y,1367,1,Normal,119000
905477050,5,1910,Y,1347,1,Normal,107500
905479110,5,1950,N,1164,1,Normal,125000
905480150,6,1924,N,1096,1,Normal,79000
905480240,5,1941,N,1111,1,Normal,95000
906204150,7,1990,Y,2329,2,Normal,262280
906204280,6,1995,Y,2814,2,Normal,260000
906223110,7,1994,Y,1626,2,Normal,226500
906223140,7,1993,Y,2200,2,Normal,225000
906223220,7,1996,Y,2037,2,Normal,229000
906378190,7,2007,Y,1356,2,Abnormal,177439
906380030,8,2007,Y,1615,2,Normal,248500
906412010,9,2008,Y,2276,2,Abnormal,475000
906412050,9,2008,Y,1766,2,Abnormal,395039
906420130,7,1993,Y,2097,2,Normal,228000
906424010,8,1995,Y,1511,2,Normal,225000
906475100,6,1966,Y,1643,2,Normal,195000
906476030,6,1997,Y,1688,2,Normal,200000
907126030,5,1994,Y,990,1,Normal,155000
907135020,5,1995,Y,1099,1,Normal,144000
907135260,5,1994,Y,990,1,Normal,145000
907175080,7,1997,Y,1418,2,Normal,226001
907176010,6,1997,Y,1771,2,Normal,215700
907181120,7,2000,Y,1652,2,Normal,207500
907181140,7,1999,Y,1790,2,Abnormal,193000
907187030,7,1998,Y,1724,2,Normal,188000
907187080,7,1999,Y,1479,2,Normal,191000
907192130,7,2002,Y,1494,2,Normal,221000
907194020,7,2001,Y,1792,2,Normal,231500
907196040,7,2000,Y,1823,2,Normal,235000
907196050,7,2001,Y,1786,2,Normal,223500
907200110,5,1975,Y,938,1,Normal,130250
907201060,5,1977,Y,985,2,Normal,149900
907202010,5,1978,Y,1174,1,Normal,158000
907202160,6,1978,Y,1026,1,Normal,147000
907202190,5,1975,Y,1076,1,Abnormal,143195
907202240,5,1975,Y,1558,2,Normal,163000
907203090,5,1975,Y,924,1,Normal,110000
907227050,5,1972,Y,864,1,Normal,127000
907227300,5,1972,Y,780,1,Normal,124900
907250020,8,2002,Y,1795,2,Normal,230000
907251090,8,2002,Y,2031,2,Normal,237000
907253060,7,2000,Y,1865,2,Normal,235000
907253110,7,2001,Y,2161,2,Normal,230500
907254020,8,1999,Y,1852,2,Normal,230000
907254090,7,1998,Y,2031,2,Normal,222500
907255020,8,2001,Y,2263,2,Normal,287000
907255030,9,2001,Y,1947,2,Normal,274000
907255060,8,2002,Y,1786,2,Normal,300000
907260010,8,2002,Y,2290,2,Normal,255900
907262030,7,2003,Y,1768,2,Normal,224900
907262060,7,2003,Y,2327,2,Normal,240000
907262070,7,2003,Y,1640,2,Normal,183000
907265100,8,1999,Y,1764,2,Normal,207000
907285080,7,1994,Y,1908,2,Normal,210000
907290150,6,2003,Y,848,1,Normal,136500
907290250,6,2004,Y,848,1,Normal,145000
907295020,6,1997,Y,1493,2,Normal,208900
907295100,6,1997,Y,1838,2,Abnormal,185000
907405020,7,2002,Y,1536,2,Normal,214000
907405140,7,2003,Y,1710,2,Normal,208500
907412040,7,2004,Y,1445,2,Normal,186500
907412070,7,2004,Y,1436,2,Normal,210000
907412080,7,2004,Y,1582,2,Normal,185900
907412090,8,2007,Y,1234,2,Normal,179900
907418010,7,2007,Y,1564,2,Normal,218836
907418040,7,2007,Y,1361,2,Normal,193000
907420080,7,2005,Y,1456,2,Normal,189000
907425010,6,2004,Y,848,1,Normal,149300
907425015,6,2004,Y,848,1,Normal,141000
907425030,6,2004,Y,848,1,Normal,149000
907425035,6,2004,Y,848,1,Normal,144500
908102030,5,1910,Y,796,1,Normal,85000
908102040,5,1900,Y,2200,2,Normal,145900
908102140,5,1966,Y,1092,1,Abnormal,123000
908102260,5,1965,Y,1256,1,Normal,147500
908103260,5,1976,Y,1033,1,Family,165000
908103280,6,1976,Y,1127,1,Normal,135000
908127120,5,1940,Y,996,1,Normal,108000
908128050,4,1972,Y,1181,2,Normal,137500
908128110,7,2003,Y,1656,2,Normal,165400
908151040,6,1977,Y,1117,1,Normal,147000
908152110,6,1976,Y,1398,1,Normal,160500
908152270,4,2005,Y,1132,1,Normal,176000
908154080,5,1959,Y,3820,3,Normal,284700
908154235,10,2008,Y,6642,2,Abnormal,60000
908186040,6,2005,Y,1072,1,Normal,148000
908201100,4,1955,N,1152,2,Abnormal,82000
908201110,4,1955,N,1152,2,Abnormal,82000
908201120,4,1955,N,1440,2,Normal,118000
908204160,4,1955,N,1152,2,Normal,82500
908225170,4,1955,N,784,1,Normal,91900
908226120,5,1938,Y,1053,1,Family,120000
908250040,5,1947,Y,1137,1,Normal,96000
908250090,4,1953,Y,930,1,Normal,99000
908275130,5,1946,Y,1200,1,Normal,130500
908275180,4,1954,Y,1470,2,Normal,135000
908275280,5,1955,Y,1393,1,Normal,135500
908276140,4,1954,Y,1204,1,Abnormal,100000
909100150,4,1923,Y,1292,1,Normal,108000
909100170,5,1925,N,864,1,Normal,98000
909101060,3,1914,N,864,1,Normal,67000
909101180,5,1912,N,1716,2,Normal,135900
909131170,6,1925,N,1482,2,Normal,140000
909175050,5,1939,Y,2192,2,Normal,179500
909175100,6,1925,Y,1694,2,Normal,136500
909177120,7,1921,Y,1424,2,Normal,168000
909201110,5,1911,N,1964,1,Abnormal,130000
909250040,5,1921,Y,2601,3,Normal,189000
909250230,6,1930,Y,1920,2,Abnormal,161900
909251080,6,1926,Y,1316,1,Normal,145000
909251090,6,1922,Y,2555,2,Normal,191000
909252110,6,1915,Y,1680,2,Normal,177000
909252220,6,1914,Y,1264,1,Normal,147500
909253190,6,1930,N,790,1,Normal,91000
909254050,8,1925,Y,1512,2,Normal,231000
909256060,6,1936,Y,1639,1,Normal,115000
909275040,6,1923,Y,1603,1,Normal,138000
909275050,7,1931,Y,1502,1,Normal,149000
909276170,6,1934,Y,1660,1,Normal,188700
909277040,5,1937,Y,1938,2,Normal,198000
909277070,5,1938,Y,1374,1,Normal,110000
909281030,6,1951,N,1091,1,Normal,104000
909281110,8,1935,Y,1873,1,Abnormal,257076
909282030,8,1935,Y,3447,3,Normal,381000
909425010,7,1939,Y,1954,1,Normal,311500
909425085,7,1950,Y,2161,2,Normal,263400
909428170,5,1956,Y,1898,2,Normal,236500
909428190,6,1954,Y,1640,1,Normal,224000
909451020,6,1980,Y,1032,1,Normal,116500
909451150,6,1980,Y,1556,2,Normal,151000
910200080,6,1926,Y,919,1,Normal,126000
910201130,6,1940,Y,1090,1,Normal,120000
910202050,4,1922,N,796,1,Normal,55000
910202100,6,1930,Y,816,1,Normal,120500
910203020,5,1940,Y,778,1,Normal,120500
910203090,5,1930,Y,1200,1,Normal,119000
910205010,5,1967,Y,1656,1,Normal,126000
910206110,5,1930,Y,912,1,Normal,99500
910226040,5,1958,Y,1955,2,Normal,165500
910251050,1,1952,N,733,1,Abnormal,13100
911102090,4,1895,N,1361,1,Normal,89000
911102170,4,1920,N,1317,1,Normal,40000
911102180,4,1910,N,1049,1,Normal,80900
911226010,3,1935,Y,894,1,Normal,81000
911226030,4,1920,Y,864,1,Normal,65000
911370410,8,2008,Y,1652,2,Abnormal,392500
911370490,8,2007,Y,1648,2,Abnormal,294464
911370520,7,2004,Y,1646,2,Normal,250000
911370540,8,2004,Y,1646,2,Normal,275000
914453045,7,1996,Y,2032,3,Normal,300000
914465060,8,2002,Y,1689,2,Normal,271000
914467050,7,1996,Y,1820,2,Normal,213000
914475020,6,1977,Y,1118,1,Normal,171000
914476010,6,1977,Y,1279,2,Normal,171500
914476080,5,1976,Y,1872,2,Abnormal,100000
914476450,4,1991,Y,1689,2,Normal,228500
916125425,5,1965,Y,1786,2,Normal,228950
916226030,7,1986,Y,1501,2,Normal,241500
916325080,8,1976,Y,2898,2,Abnormal,287000
916380060,8,2006,Y,1537,2,Normal,294000
916382120,8,2007,Y,1646,2,Abnormal,293077
916384100,8,2007,Y,1780,2,Abnormal,264966
916386040,5,2006,Y,1442,2,Normal,172500
916386080,5,2006,Y,1394,2,Normal,167500
916386180,7,2008,Y,1612,2,Abnormal,218689
916402015,6,1989,Y,1495,2,Normal,150000
916402115,6,1986,Y,1651,2,Normal,184000
916402215,6,1986,Y,1256,2,Normal,180000
916403230,6,1988,Y,1509,2,Abnormal,175000
916455120,8,2003,Y,1440,2,Normal,232500
916460060,6,1999,Y,1675,2,Normal,195000
916477020,8,2003,Y,2262,2,Normal,305000
921126030,8,2007,Y,1728,2,Normal,298751
921201060,8,2005,Y,1964,2,Normal,370000
923202005,7,1997,Y,1344,2,Abnormal,209200
923202015,7,1997,Y,1344,2,Abnormal,206300
923202137,5,2007,Y,1092,1,Abnormal,146000
923203140,6,1997,Y,1189,2,Normal,160500
923204040,4,1964,Y,1200,1,Normal,173000
923225080,5,1975,Y,1040,1,Normal,124000
923225150,5,1976,Y,1304,1,Normal,115000
923225200,5,1976,Y,1475,2,Normal,129500
923225310,4,1973,Y,988,1,Normal,105000
923225370,4,1973,Y,988,1,Normal,94900
923227030,5,1968,Y,1160,1,Normal,152500
923228080,6,1970,Y,1092,2,Normal,98000
923228420,4,1972,Y,630,1,Normal,81000
923250210,5,1954,Y,988,1,Normal,113000
923252100,5,1983,Y,816,1,Normal,128500
923275090,5,1984,Y,923,1,Normal,119500
923277030,5,1982,Y,816,1,Normal,130500
923277040,5,1982,Y,816,1,Normal,138000
923277080,5,1982,Y,845,1,Normal,134500
923400040,6,1940,Y,1750,2,Normal,160000
923426010,5,1984,Y,889,1,Normal,137500
924100020,5,1969,Y,1968,2,Normal,172000
1007100110,5,1900,Y,1836,2,Normal,103000
526352080,6,1971,Y,1587,2,Normal,167300
526352090,7,1970,Y,1277,1,Normal,167000
526355170,7,1973,Y,2223,2,Normal,244000
526355190,8,1970,Y,2217,2,Normal,268000
527105140,7,2003,Y,1733,2,Family,225000
527107040,6,1995,Y,1572,2,Normal,168000
527110080,6,1997,Y,1470,2,Normal,177000
527110120,6,1997,Y,1600,2,Normal,169000
527110130,6,1997,Y,1384,2,Normal,161500
527126030,8,2000,Y,1652,2,Normal,251000
527158090,6,1994,Y,1694,2,Normal,160000
527161090,6,1999,Y,1714,2,Abnormal,180000
527162080,7,1996,Y,1553,2,Normal,178750
527162090,7,1995,Y,1253,2,Normal,176000
527162140,6,1999,Y,2299,3,Normal,204000
527163080,7,1992,Y,1187,2,Normal,160000
527165020,7,1991,Y,1472,2,Normal,160000
527165100,7,1992,Y,1482,2,Normal,163900
527165170,6,1993,Y,1642,2,Normal,168000
527175130,6,1964,Y,1128,1,Abnormal,154204
527182040,8,1986,Y,1088,1,Normal,170000
527182170,7,1984,Y,2090,2,Normal,207500
527184020,8,1988,Y,1179,2,Normal,182000
527184110,8,1990,Y,1321,1,Normal,212000
527210060,9,2005,Y,1922,2,Normal,377426
527212060,8,2005,Y,2541,3,Normal,349265
527216080,9,2006,Y,2338,2,Abnormal,591587
527226040,5,1969,Y,1424,1,Normal,155000
527252050,9,2006,Y,1612,2,Normal,319900
527252070,8,2007,Y,1419,2,Abnormal,392000
527256030,8,2006,Y,2234,1,Normal,441929
527256040,10,2006,Y,2042,2,Abnormal,455000
527301080,6,1981,Y,1440,2,Normal,182900
527301280,6,1984,Y,1284,2,Abnormal,174000
527302020,6,1984,Y,1868,3,Abnormal,178000
527302060,7,1981,Y,1479,2,Normal,176000
527302090,7,1978,Y,1664,2,Normal,213000
527325090,7,1979,Y,1930,2,Normal,192000
527325110,7,1977,Y,1969,2,Normal,190000
527327050,6,1976,Y,2030,2,Normal,195000
527328020,6,1978,Y,1032,2,Normal,148000
527328050,6,1984,Y,1177,2,Normal,151500
527353080,7,1979,Y,1725,2,Normal,197000
527354050,6,1979,Y,1353,2,Normal,192350
527356050,5,1969,Y,1620,2,Normal,152000
527357020,6,1971,Y,1220,2,Normal,170000
527358060,5,1971,Y,1484,2,Normal,175000
527359010,6,1968,Y,1743,1,Normal,175000
527359080,7,1976,Y,1935,2,Normal,197900
527359160,7,1976,Y,1324,2,Normal,174000
527377110,6,1974,Y,1877,2,Normal,178900
527402090,5,1971,Y,1109,1,Normal,139000
527402150,6,1971,Y,981,1,Normal,143250
527402240,7,1972,Y,1479,1,Normal,184000
527403310,5,1970,Y,1422,1,Normal,155000
527404050,5,1970,Y,914,1,Normal,133000
527404100,5,1971,Y,950,1,Normal,119500
527404140,4,1971,Y,872,1,Normal,123000
527404150,4,1971,Y,858,1,Normal,110000
527425025,4,1961,Y,914,1,Normal,128000
527425140,4,1971,Y,864,1,Normal,120500
527427090,7,1998,Y,767,1,Normal,133000
527427160,6,2001,Y,1337,2,Normal,155000
527427200,6,1997,Y,1337,2,Normal,177000
527450030,6,1973,Y,1092,1,Normal,113500
527450150,6,1973,Y,1218,1,Normal,113000
527450220,6,1973,Y,1218,1,Normal,113700
527451020,5,1970,Y,1302,2,Normal,106000
527451170,5,1971,Y,1365,1,Normal,122500
527452100,6,1976,Y,958,2,Normal,128000
527453010,6,1976,Y,1548,2,Normal,155000
527455030,7,1978,Y,1055,2,Normal,142500
527455250,5,1966,Y,988,1,Normal,129250
528102050,9,2006,Y,1816,2,Abnormal,356000
528102090,9,2007,Y,1828,2,Abnormal,314813
528102100,8,2007,Y,1694,2,Abnormal,318000
528102120,8,2006,Y,1694,2,Abnormal,322400
528102130,8,2007,Y,1734,2,Abnormal,318000
528104010,8,2007,Y,2122,2,Abnormal,345474
528106040,9,2006,Y,2121,2,Abnormal,415298
528106050,9,2007,Y,2656,2,Abnormal,492000
528106060,8,2006,Y,2550,2,Abnormal,338931
528106110,10,2005,Y,2046,2,Normal,450000
528108160,7,2006,Y,2172,2,Abnormal,280000
528110040,9,2007,Y,2552,2,Abnormal,479069
528110070,8,2006,Y,1973,2,Abnormal,395000
528110100,9,2006,Y,2643,2,Normal,380000
528112150,8,2006,Y,1634,2,Normal,250000
528114050,8,2006,Y,1976,2,Abnormal,440000
528118040,9,2005,Y,2758,2,Normal,418000
528118050,10,2007,Y,2290,2,Abnormal,500067
528120010,8,2007,Y,2152,2,Abnormal,260116
528120150,8,2004,Y,2473,2,Normal,317000
528142050,8,2007,Y,2100,2,Abnormal,319500
528144050,8,2007,Y,2161,1,Abnormal,325624
528150040,9,2006,Y,1802,2,Normal,372000
528150110,8,2004,Y,2956,2,Normal,342000
528150120,8,2004,Y,2468,2,Normal,354000
528166150,8,2003,Y,2385,2,Normal,350000
528168040,8,2003,Y,2374,2,Normal,285000
528172030,8,2007,Y,1818,2,Abnormal,281500
528172050,7,2005,Y,1614,2,Normal,245700
528172070,8,2005,Y,1721,2,Normal,232698
528172075,8,2006,Y,1828,2,Abnormal,250000
528174010,6,2005,Y,1362,2,Normal,194700
528174020,6,2005,Y,1302,1,Abnormal,204000
528174030,6,2005,Y,1302,1,Normal,200000
528174040,6,2005,Y,1362,2,Normal,207000
528181060,8,2006,Y,1554,2,Normal,209500
528181070,8,2006,Y,1554,2,Normal,209500
528181080,8,2006,Y,1370,2,Normal,202500
528186050,9,2005,Y,1577,2,Normal,280000
528186090,9,2005,Y,1561,2,Normal,277500
528186120,9,2007,Y,1869,2,Abnormal,318061
528186190,8,2006,Y,1324,2,Abnormal,221370
528188160,7,2003,Y,1405,2,Normal,200000
528218010,6,2007,Y,1496,3,Abnormal,181755
528218020,6,2005,Y,1536,2,Normal,176000
528218050,6,2005,Y,1484,2,Abnormal,178900
528218100,7,2006,Y,1458,2,Abnormal,168165
528221030,6,2006,Y,1495,2,Abnormal,171925
528221040,6,2006,Y,1746,2,Abnormal,198444
528221050,6,2005,Y,1326,2,Normal,203000
528221090,7,2007,Y,1456,2,Abnormal,179540
528222030,7,2007,Y,1302,2,Abnormal,176485
528222040,7,2007,Y,1340,2,Abnormal,181134
528222050,6,2006,Y,1412,2,Abnormal,156932
